Interactor_A	Interactor_B
PIK3R1	BCAR1
CEBPB	NR3C1
CEBPA	NR3C1
CEBPA	ESR1
TSC22D3	FOS
TSC22D3	JUN
IL4R	PTPN11
F3	FLNA
ADRBK2	CXCR4
PTK2	CXCR4
KCNJ8	KCNJ11
CHUK	IRS1
IKBKB	IRS1
CDC6	MYC
AHR	NRIP1
HDLBP	XPOT
FKBP4	PHYH
JAK1	TNFRSF1A
JAK2	TNFRSF1A
CTNNB1	PTN
RUNX2	SMAD1
RUNX2	SMAD3
NR3C1	HSPA1A
HSPA1A	HSP90AA1
GNAQ	AKAP13
PPP2CA	PXN
JAK1	STAT5B
JAK1	STAT5A
JAK3	STAT5B
FMR1	FXR2
ANXA6	S100A1
FXR1	FXR2
STX1A	NAPA
SMAD7	STAMBP
NEDD9	BCAR3
BCAR3	BCAR1
FHL3	KLF3
MAP2K1	MAPK8IP3
RAF1	MAPK8IP3
CTBP2	KLF3
LBR	AKAP8L
EMD	AKAP8L
TMPO	AKAP8L
FBLN1	NID1
ACVR1	ENG
ACVR2B	ENG
ACVR2A	ENG
GJA1	PRKCE
SERPINI1	PLAT
RASA1	SRC
GDI2	RAB11A
GDI2	RAB9A
GDI2	RAB5A
GDI2	RAB2A
GDI2	RAB8A
PLK3	TP53
PLK3	PTPRC
HSPA4	SGTA
HSP90AA1	SGTA
RPS4X	ARPC3
VIM	OSBP2
CXCR4	SOCS3
MEF2C	TEAD1
CDH1	MAGI1
FUS	SF1
SF1	TAF15
AKT1	KRT10
KRT10	PRKCZ
TGFB1	EIF3I
ADA	ADORA1
C5	C5AR1
EFNB1	SRC
COL8A1	COL8A2
PLAU	PLAUR
LCP2	LYN
MAP4K2	MAP2K4
MAP4K2	TRAF2
BRCA1	STAT5A
BRCA2	STAT5A
MAPK8IP1	DUSP16
MAPK8IP2	DUSP16
PRKCD	YWHAG
PRKCA	YWHAG
PLSCR1	SLPI
CCND1	RBX1
CCND2	RBX1
CCND3	RBX1
GTF2E2	SND1
GTF2E1	SND1
MCM7	RBL2
MCM7	RBL1
PPP2CA	PPP2R3B
PPP2CA	PPP2R3A
C5AR1	GNAI3
ELF3	NFKB1
SH3KBP1	SH3GLB1
SH3KBP1	SH3GLB2
MET	SH3KBP1
ESR1	STAT3
NONO	SPI1
TLR2	TOLLIP
TLR4	TOLLIP
APAF1	NLRP1
CASP9	NLRP1
DHFR	HSPD1
RAD51	DNAJA3
PIK3CD	PIK3R2
TBP	TAF15
CDC14A	FZR1
RFC1	TP53
RELA	RFC1
PDPK1	PKN2
HSPB1	CYCS
PTPN2	STAT3
NFYA	SRF
JAG2	NOTCH1
JAG2	NOTCH3
GNB2	RAF1
LEPR	SOCS3
ESR1	SVIL
PPARG	SVIL
NR3C1	SVIL
PCNA	KCTD13
TGFB1I1	VCL
CSK	TGFB1I1
IL6ST	PTPN11
IL6ST	SOCS3
PTPN11	SOCS3
CD3E	NCL
EEF1A1	VARS
EEF1G	VARS
EEF1D	VARS
EEF1B2	VARS
EIF3D	EIF3L
EIF3E	EIF3L
CSE1L	KPNA1
CSE1L	KPNA2
CSE1L	KPNA4
CD2	CD48
KPNB1	KPNA4
KPNA1	KPNB1
KPNB1	KPNA6
CASP2	CASP3
CASP2	CASP7
BID	CASP2
BID	CASP3
FLT4	SHC1
FLT4	GRB2
HMGN1	YWHAZ
VDAC1	CYCS
NF2	SOS1
CDK2	E2F1
STX1A	VAMP1
DCN	TGFB1
BGN	TGFB1
FMOD	TGFB1
DLG3	NLGN2
KPNB1	IPO7
KPNB1	IPO8
DLG1	DLG4
HRAS	INSR
MAX	MXD3
MAX	MXD4
SHC1	SOS2
RARA	TADA3
RXRA	TADA3
IL18	IL18BP
CDK1	TP53
CCNA2	TP53
APAF1	HSPA4
APAF1	HSP90AA1
HSF1	STAT1
TBP	CITED2
CD9	TSPAN4
CD81	TSPAN4
ITGA3	TSPAN4
ITGA6	TSPAN4
ITGB1	TSPAN4
CAT	PEX5
CSNK2B	PRKCZ
CA2	HSPD1
ABCA1	XPC
IL6ST	LIFR
ICAM3	MSN
SMAD3	TFE3
SMAD4	TFE3
SMAD4	MAX
ICAM1	EZR
ICAM2	EZR
ICAM3	EZR
ITGB1BP1	TANK
HSF1	TBP
GTF2B	HSF1
EFNA1	EPHA4
RAC1	PAK4
EVL	SEMA6A
RAP2A	RAPGEF3
RAP1A	RAPGEF3
RAP2A	RAPGEF4
RAP1A	RAPGEF4
RAP2A	RAPGEF5
RAP1A	RAPGEF5
PRKCE	GNB2L1
SLC9A3R1	GNB2L1
RAC2	ICMT
RHOA	ICMT
IL2RG	SHC1
CASP3	PARG
PLCG2	GAB2
PLCG2	PTPN11
MAP2K1	LAMTOR2
MAP2K1	LAMTOR3
MAPK1	LAMTOR3
GTF2F2	HTATSF1
POLR2A	HTATSF1
SUPT5H	HTATSF1
WRN	WRNIP1
EIF4B	PABPC1
CAMK1	CAMKK2
PRKACA	CAMKK2
CDK7	CUX1
CDK1	CUX1
THRA	NRIP1
NOTCH1	LEF1
SCNN1A	WWP2
TMED2	GORASP2
TMED2	GORASP1
GOLGA2	GORASP1
GOLGA2	TMED2
TMED3	GORASP2
TMED3	GORASP1
TMED10	GORASP2
TLR1	TLR2
RALA	RAP2B
RALA	RAP2A
RALA	RAP1A
AKT2	CHUK
MAGOH	NXF1
HDAC1	NR2F2
HDAC1	SPEN
SRA1	SPEN
HSPA5	TMEM132A
ANAPC10	ANAPC11
SRC	SYK
ANAPC2	ANAPC11
UBE2C	ANAPC2
CDK9	SKP1
CDC34	CDK9
CDK9	CUL1
CDK9	SKP2
POLR2A	ELP3
MAPK14	MEF2A
ATF3	DDIT3
VAV1	RACGAP1
CD151	ITGA3
E2F1	SP2
E2F1	SP4
E2F1	SP3
ETS2	FOS
ETS1	ETS2
NCK1	KHDRBS1
NR3C1	HNRNPU
GNA12	PRKCE
PRKCE	GNA13
GNA12	PRKCD
PRKCD	GNA13
CISH	GHR
GHR	SOCS3
WNT5A	FZD1
RAC1	VAV3
RHOA	VAV3
RHOG	VAV3
SOS1	FRS2
JUN	SARS
PSEN1	FBXW7
SOD1	CCS
TNFRSF10B	CFLAR
ABL1	MDM2
ZNF33A	ZAK
CDC6	CDK2
NEDD8	RBX1
CUL3	RBX1
HSPA8	RBX1
RBX1	FBXO3
RBX1	FBXO22
RBX1	TUBA1B
ACTG1	RBX1
HSPA1A	RBX1
HSPA1A	CUL4A
HSP90AA1	CUL4A
CUL4A	TUBA1B
CD40	SUMO1
SUMO1	FADD
EXT1	EXT2
NPM1	SWAP70
NCL	SWAP70
PARP1	SWAP70
GPS2	TP53
PTPRF	RET
WRN	POLR1C
NFE2L2	MAFF
NRF1	MAFF
JAK2	PTPN6
HSP90AA1	STAT3
STAT1	TNFRSF1A
STAT1	TRADD
AES	GTF2E1
IKBKB	PRKDC
CHUK	PRKDC
GTF2I	USF1
F8	VWF
HIF1A	JUN
AP1G2	SYNRG
GTF2E1	GTF2F2
GTF2E1	TAF1
ERCC3	GTF2E1
ERCC3	GTF2E2
HMGB1	HOXB3
HMGB1	HOXC6
HMGB1	HOXD8
RB1	SNAPC1
RB1	SNAPC3
FN1	TNC
PPP1CA	NOC2L
HCFC1	PPP1CA
GTF2F1	MYC
JAK2	LYN
RARG	NCOR1
CCNG1	TP53
CCNG1	MDM2
CCNG1	CDKN2A
TNFRSF1B	TDP2
CD40	TDP2
TRAF2	TDP2
TRAF3	TDP2
TRAF5	TDP2
TRAF6	TDP2
CYC1	CYCS
GNAI3	RGS3
GNA11	RGS3
FYN	SKAP2
LYN	SKAP2
HCK	SKAP2
RAPGEF1	NEDD9
NEDD9	PTPN12
PTPN12	EFS
ITGA5	SPP1
RAF1	VAV1
MAPK1	VAV1
MAP2K1	VAV1
DTNB	SNTA1
NCK1	MAP4K4
MAP3K1	MAP4K4
EWSR1	SNRPC
CD3E	PIK3R1
BUB1	RAE1
DOK1	RET
BGN	ELN
DCN	ELN
BGN	MFAP2
BAK1	HSPD1
BAX	HSPD1
GTF2F2	TBP
CAV2	PLD2
EEF1A1	XPO5
CD81	ITGA4
CD81	ITGB1
BCL3	TBP
BCL3	GTF2A1
BCL3	GTF2B
CDK1	FYN
CDC42	ERRFI1
EYA3	SIX5
EYA2	SIX4
MDK	NID1
MDK	NID2
ACTG1	MDK
MDK	TUBA1A
LRP1	MDK
RELA	BTRC
CBL	FRS2
CDK1	MKI67
ERCC5	PCNA
DAG1	PRX
BCL2	IRS1
BCL2	IRS2
BCL2L1	IRS1
MSN	NCF4
ERBB2	JAK2
ABL1	MTOR
AKT1	SMAD2
AKT1	SMAD7
AKT1	TSC1
AKT1	TSC2
AKT1	MAPKAP1
AKT2	PRKDC
ATM	RHEB
ATR	RHEB
BAD	PRKACA
BAD	RPS6KA1
BAD	RPS6KA5
CAV1	TSC2
CREB1	PRKACA
EIF4A1	EIF3B
EIF4B	EIF3B
EIF4EBP1	LRPAP1
EIF4EBP1	PPP2R2A
ESR1	IGF1R
FOXO1	TSC2
MTOR	IRS1
MTOR	LRPAP1
MTOR	PRKAA1
MTOR	PRKCD
MTOR	RPS6KB1
MTOR	CLIP1
MTOR	EIF3C
GSK3B	TSC2
HRAS	RHEB
HSP90AA1	FNIP1
CDKN1A	MAP3K5
MAP3K5	RB1CC1
MTOR	PA2G4
PAM	TSC2
MTOR	PLD2
PLD2	RPTOR
PLK1	TSC1
MTOR	PPP2R2A
PPP2R2A	RPS6KB1
PRKAA1	TSC2
PRKAA1	FNIP1
PRKAB1	FNIP1
PRKAG1	FNIP1
PTK2	TSC2
RAB5A	TSC2
MTOR	RAP1A
RAP1A	RAP1GAP
RAP1A	RHEB
RHEB	TSC1
RPS6	EIF3B
RPS6KA1	TSC1
RPS6KA1	TSC2
BTK	RPS6KB1
CSNK2A1	RPS6KB1
LYN	RPS6KB1
PRKCZ	RPS6KB1
RPS6KB1	SRC
RPS6KB1	SYK
RPS6KB1	EIF3C
RPS6KB1	RPTOR
RPS6KB1	POLDIP3
BTK	RPS6KB2
LYN	RPS6KB2
RPS6KB2	SRC
RPS6KB2	SYK
MTOR	STAT3
CDK1	TSC1
GSK3B	TSC1
PAM	TSC1
PTK2	TSC1
TSC1	AXIN1
CCND1	TSC2
CCND2	TSC2
CCND3	TSC2
PLK1	TSC2
MAPK1	TSC2
TSC2	UBE3A
TSC2	AXIN1
RPS6KB1	XPO1
RHEB	RAB7A
EIF4G1	EIF3A
EIF6	EIF3B
EIF6	EIF3C
RPS6KB1	EIF3F
EIF4G1	EIF3I
EIF6	EIF3J
EIF3C	EIF3J
RHEB	RAB9A
TRAF2	RB1CC1
AKT1	CARHSP1
RPS6KA1	CARHSP1
SGK1	CARHSP1
RPS6KA1	EEF2K
RPS6KB1	EEF2K
CDK2	RRN3
PPP2R2A	RRN3
PDK1	RPTOR
RHEB	RPTOR
EIF3B	RPTOR
EIF3C	RPTOR
ATF4	EIF2A
TSC1	DOCK7
FNIP1	FLCN
GRB10	KDR
CSK	DAG1
DAG1	SHC1
CAV1	DAG1
SRC	CDC37
PDGFA	PLCG1
FKBP1A	GLMN
ESR1	PAK6
AKT1	PAK6
PLK3	CHEK2
GRB2	SH2B1
TXN	VIM
HMGA1	NFYA
LAMA5	PLAT
ACVR2A	INHBB
ACVR2B	INHBB
ACVR1B	INHBB
ACVR1B	INHBA
RHOA	ARHGEF18
F8	LRP1
DOK1	KIT
PAK1	PLCG1
SET	CDK5R1
MAPT	PIN1
IRS1	JAK3
JAK1	IRS2
MDM4	UBE2D1
CBFA2T3	PRKAR2A
AP3S1	IRS1
EPHA2	PIK3R1
CEBPB	MYB
APP	CAV1
ARNT	PTGES3
PODXL	SELL
TAF1	TAF2
GRB2	PRKAR1A
APAF1	CASP4
APAF1	CASP8
ABL1	SPTAN1
PLD1	PKN1
PXN	ASAP2
NPHP1	NPHP4
ERCC1	ERCC4
RAF1	SRC
FYN	RAF1
RBPJ	NOTCH2
PRKAR2B	AKAP5
GAB1	MAP3K3
CDH5	CTNND1
CASP10	RYBP
FADD	RYBP
DCTN1	GRB2
CCNT2	RB1
CDK9	RB1
CAV1	INSR
SRSF9	NOL3
PIM1	SNX6
HLA-DRA	MBP
SP1	KLF4
NCK1	PXN
YWHAB	ZFP36
SNAPC2	TBP
NOLC1	POLR1A
CRKL	BLNK
SLC9A3R1	SLC4A8
IDE	IGF1
IDE	IGF2
MYO5A	RAB27A
STAT1	ELP2
JAK1	ELP2
JAK2	ELP2
TYK2	ELP2
RHOA	ARHGAP26
CDC42	ARHGAP26
RHOA	ARHGAP10
CDC42	ARHGAP10
ERCC6	XPA
PCNA	POLL
MAX	TEAD1
ALOX5	TGFBRAP1
CD151	PTGFRN
CD81	PTGFRN
CD63	PTGFRN
CD82	PTGFRN
RAF1	RBL2
SRC	SKAP1
LYN	SKAP1
COPA	ARFGAP1
ARRB1	CSK
MYC	NFYB
PDK1	PKN1
NFKB1	RXRA
ELAVL1	XPO1
XPO1	ANP32A
XPO1	TNFSF13
NFKB1	SP1
NFKB2	SP1
DVL2	MAP3K1
DAPK1	TNFRSF1A
KRIT1	DAPK1
DAPK1	YWHAQ
CRY2	PER2
WASL	PACSIN3
DNM1	PACSIN2
SYNJ1	PACSIN2
MECOM	SMAD3
RAN	RANBP10
MET	RANBP10
COL7A1	LAMA5
FLT4	ITGB1
XPO1	NXT1
WBP5	PRPF40A
MECP2	PRPF40A
ZFHX3	PRPF40A
VAMP4	STX16
VAMP4	VTI1A
VAMP4	VTI1B
VAMP3	VTI1A
STX16	VAMP3
TFDP1	TP53
CD151	ITGB1
TNFRSF1A	IKBKG
PURA	SP1
TOP2A	TOP2B
CRKL	ARHGAP32
AKT1	ARHGAP32
ARHGAP32	SHC2
NF2	ARHGAP32
MYH9	PRKCE
PRKCE	COPB2
FCGR2A	LYN
CSF2RB	LYN
ABCB7	FECH
STX12	BLOC1S6
NR3C1	NCL
RCC1	KPNA3
NCAPD2	SMC4
RHOG	MAP3K11
RHOG	IQGAP2
PXN	PABPC1
TFDP1	NPDC1
CCND1	NPDC1
CCND2	NPDC1
CCND3	NPDC1
CDK2	NPDC1
C1QA	DCN
FLNA	RALA
IL13RA1	TYK2
VAMP1	VAPB
VAMP2	VAPB
SMAD3	MEN1
ACP1	KDR
TJP2	CGN
GPAA1	PIGK
BTK	FYN
BTK	LYN
BTK	HCK
CCND1	NCOA3
CCND1	NCOA1
COPA	PDGFRB
LEF1	NLK
CTNNB1	NLK
TCF7L2	NLK
ID2	BCAR1
TGFBR2	TGFBR3
IRF2	BRD7
PTPN6	GAB2
PSMD4	NUB1
NEDD8	PSMD4
CSTB	CTSH
TOMM20	TOMM22
EGR1	PITX1
BCL2	ITM2B
PTK2B	SLC2A1
STX5	NSFL1C
SMAD3	NFYC
SMAD2	NFYC
XIAP	CASP4
DNM1	MAP3K10
GRB2	JAK1
BCL2L2	BMF
MYO5A	BMF
KPNB1	NUP62
KPNB1	NUP54
SIN3B	SUDS3
SRC	ARHGAP17
CRK	ARHGAP17
GRB2	ARHGAP17
PIK3R1	ARHGAP17
FNBP1	ARHGAP17
CTTN	ARHGAP17
SH3GLB1	ARHGAP17
BTK	ARHGAP17
ABL1	ARHGAP17
RAC1	ARHGAP17
CDC42	ARHGAP17
CDC42	ARHGAP44
RAC1	ARHGAP44
PDE4A	PRKAR2A
IGF1R	PTK2
IGF1R	PXN
PTK2	PTPN11
FXR1	CYFIP1
FXR2	CYFIP1
NCL	CYFIP1
HSPA4	STIP1
PTK2B	PRKCD
LTF	LYZ
CD44	VAV2
GDI1	RAB9A
DAB2	DAB2IP
CD8A	PTPRC
CD4	PTPRC
FYN	VAV1
CDH1	ARPC2
AHR	GTF2F2
AHR	GTF2F1
ARNT	GTF2F1
ARNT	GTF2F2
RB1	ENC1
FYN	NTRK2
EPS15	HGS
CAV1	PRKACA
STX4	VAMP1
CHUK	TANK
CSF3R	JAK1
FBN1	MFAP2
CDK4	RFC1
KIT	RFC1
CCND1	RFC1
RB1	RFC1
PTPRF	TRIO
GRB2	SHB
MAP3K8	MAP2K1
MAP3K8	MAP2K4
CTNNA1	PSEN1
CD2	LGALS1
FOS	NACA
JUN	NACA
GNAI3	RGS2
GNAI3	RGS5
GNAI2	RGS5
GNAI3	RGS16
GNAI2	RGS16
GALNS	NEU1
VAMP3	BCAP31
VAMP2	BCAP31
JAK2	KIT
JAK2	RAF1
SNRPN	GAR1
CDK1	SPAG5
CHML	RAB1A
CHML	RAB5A
CALR	TAPBP
JUP	BTRC
PPP2R4	STRN3
MED21	MED6
MED14	MED21
MED14	MED6
TP53	ZNF148
TGFB2	TGFBR2
CEBPB	HSF1
FOS	MITF
MITF	SPI1
BCL2	CDK1
LYN	PRKDC
VCAM1	EZR
ABL1	EVL
SRC	EVL
LYN	EVL
APBB1	EVL
PFN2	EVL
HSPA1A	MAP3K5
MAPK3	IER3
DOK1	NCK2
IL15RA	TRAF2
GRB2	OCRL
PRKCD	ADAM9
FYN	MCAM
ILF3	PRKDC
PRKDC	EIF2S2
APP	KLC1
CD34	CRKL
FBLN2	FBN1
HDAC1	TLE4
CAMK2G	SMAD2
CAMK2G	SMAD4
SYT7	SYNCRIP
NF2	PXN
GPAA1	PIGS
ETS1	MAF
HRAS	MAP2K1
CSF2RA	SDC2
DVL1	FRAT1
CSK	HNRNPK
DYNC2LI1	DYNC2H1
FYN	PECAM1
LYN	PECAM1
PECAM1	YES1
HCK	PECAM1
TRA2B	SRSF9
THRA	HR
HDAC2	HR
TNFRSF1A	CNTRL
PTK2B	ASAP2
FOS	GTF2E2
FOS	GTF2F2
FOS	GTF2F1
GTF2E2	JUN
GTF2F2	JUN
GTF2F1	JUN
DNM2	EPS15
CST3	CSTB
NOTCH1	NUMB
SLC9A1	TNIK
NUMA1	SMC1A
NUMA1	SMC3
SMC3	TUBB
LMNA	SYNE1
BTK	CBL
GRB2	PDGFRA
CREB1	NR3C1
CDH11	CTNNB1
COL3A1	THBS1
COL1A1	THBS1
COL4A1	THBS1
COL5A1	THBS1
UBTF	TAF1C
CDC34	RBX1
IGF2R	PLAUR
CFH	SELL
GRB2	PXN
SYK	PAG1
SHC1	PAG1
GRB2	PAG1
LCP2	PAG1
PTPN6	PAG1
VAV1	PAG1
POLR2A	PCIF1
CHUK	CTNNB1
GRB2	INSR
CBLB	VAV1
HRAS	DGKZ
DGKZ	RASGRP1
BCL2	HSPA1A
DAG1	AGRN
CANX	ITGB1
PDZD2	ERBB2IP
KPNB1	NUP98
EPHB2	RYK
EPHB3	RYK
GTF2E2	GTF2F1
GTF2E2	TBP
C4A	CST3
ARF1	AP4E1
HTT	F8A1
S100A10	PLA2G4C
DSC2	JUP
UBTF	CD3EAP
MAPK9	DUSP16
MAPK14	DUSP6
DUSP1	MAPK9
NR3C1	NFKB1
NR3C1	NFKB2
MRAS	RASSF5
KRAS	RASSF5
RRAS	RASSF5
CDK9	IL6ST
DNMT1	DNMT3A
HBEGF	NRD1
SP1	PPP1R13L
ARL8B	TUBB
EIF3E	COPS6
PPM1B	MAP3K7
IFNAR1	PIK3R1
CSF3R	HCK
APP	NCSTN
KCNJ11	LDHA
LDHA	ABCC9
RNMT	RNGTT
IL27RA	GOSR1
RXRB	AKAP13
PPARA	AKAP13
VASP	WAS
PTK2	ARHGAP26
FYN	NEDD9
BCL2	PIN1
ACP1	EPHA2
GSK3B	NOTCH1
FGR	HCLS1
RFXAP	RFXANK
CIITA	RFXANK
PLD1	RALA
ESR1	TBP
GPC1	VEGFA
CDC7	DBF4B
BCL2	PPP2R5A
INSR	PRKCD
KDR	RASA1
NUP214	NUP107
PPP2R5A	PPP2R5C
JUN	VDR
FOS	VDR
CLTC	CLINT1
AP1B1	CLINT1
EPS15	CLINT1
DNM1	CLINT1
AP2A1	CLINT1
AP2B1	CLINT1
AP1G1	CLINT1
CALM2	AKAP9
CALM1	AKAP9
PCNT	TUBGCP3
PCNT	TUBGCP2
VCAN	FBN1
POLA1	XRCC5
PCNA	XRCC5
PRIM1	XRCC5
POLR2E	XRCC5
POLR2D	XRCC5
ORC2	XRCC5
RFC1	XRCC5
CDK5	GAK
CCNG1	GAK
INPP5D	PTPN11
CEBPB	HNRNPK
CEBPB	NOLC1
ITGA4	PTK2
PXN	TLN1
LYN	NMT1
FYN	NMT1
GNAI1	RGS4
GNAI2	RGS4
CLK1	SRSF1
AKT1	NR4A1
NFX1	NUP214
NFX1	NUP98
NFX1	NUP153
NFX1	NUP62
NCL	PRKCZ
PCNT	DYNC1LI1
LYN	TYK2
ITGB1	FBXO2
CASP1	NOD1
CASP2	NOD1
CASP4	NOD1
CASP8	NOD1
CFLAR	NOD1
AKT1	MAP3K11
IRS1	SHC1
TRADD	TNFRSF10B
TRADD	TNFRSF10A
RIPK1	TNFRSF10B
CASP8	PEA15
PEA15	FADD
CRK	NEDD9
NCK1	NEDD9
ABL1	NEDD9
CRK	NCK1
NCK1	PTK2
PECAM1	MAPK1
COL1A1	MMP2
JUN	NRIP1
LMO2	SP1
PSMC1	VCP
SP1	LDB1
RAD52	RPA2
PDCD6	SH3KBP1
NR3C1	RELA
GTF2F2	POLR2E
INSR	VAV3
IGF1R	VAV3
SHC1	VAV3
FGR	PTK2
GRB2	SELL
CBL	TYK2
GGA1	RABGEF1
HSP90B1	VWF
HSPA5	VWF
VWF	PDIA4
CALR	VWF
PPARA	HELZ2
BCL2	TMBIM6
PTK2	TLN1
APP	BGN
FADD	HIPK3
CCND1	PCNA
CCND3	PCNA
CD63	CD82
HLA-DRA	CD82
CD63	HLA-DRA
HLA-DMB	CD82
CD63	HLA-DMB
FN1	GSN
CAV1	S1PR1
ITPR3	SIGMAR1
ANK2	SIGMAR1
APEX1	ANP32A
APEX1	SET
CCNG1	PPP2R4
NTRK2	DYNLL1
SNAP23	SCAMP1
SNAP23	SCAMP2
PTK2B	GNA13
LMNA	RB1
SMAD3	SP1
HHEX	PML
KRT18	DEDD
SNRPD3	SNRPN
FADD	PIDD1
MADD	PIDD1
MEF2D	SP1
CD34	ATF5
CD34	CREM
MAPK14	CSNK2A1
RHOA	ARHGEF2
ANXA6	RASA1
TP53	PRKRA
RB1	PRKRA
COL6A1	DCN
JUND	MAPK8
XIAP	MAP3K7
MAP3K7	STRADB
TRAF6	STRADB
XIAP	TAB2
BIN1	SH3GLB1
DNM1	SH3GLB1
HTT	SH3GLB1
PTN	SDC1
RUNX3	YAP1
PAK1	PAK1IP1
C1QA	C1S
C1QA	C1R
SMNDC1	SNRNP200
CCNA2	RBL1
PPP2R3A	RBL1
PRNP	STIP1
CEBPB	CEBPG
ZNF174	ZKSCAN8
ZNF165	ZKSCAN8
ZNF24	ZKSCAN8
ZNF24	ZNF165
RHOA	ARHGAP35
GSK3B	PRKCA
PTPN11	BCAR1
CASP3	GORASP1
BCAR1	SH2D3A
CSF1R	SRC
CSF1R	YES1
EEA1	STX12
NSF	EEA1
EEA1	RABEP1
POLR2A	ZNF74
GRB2	SYNCRIP
PLCG1	SYNCRIP
TP53	CDC14B
GSN	PIK3CA
GSN	PTK2
GSN	VCL
GSN	PXN
GSN	SRC
VCL	BCAR1
GSN	PTPN12
CASP3	SREBF2
CD4	CXCR4
MAPK13	MAPK8IP2
FGF13	MAPK8IP2
SNRPE	YWHAH
IRS1	YWHAH
PIK3CA	YWHAH
MAPK1	TNKS2
TBP	RRN3
TAF1B	RRN3
UBTF	RRN3
TAF1C	RRN3
TAF1A	RRN3
ITSN1	SNAP23
GTF2B	TBPL1
BTK	PLCG2
BTK	CBLB
CBLB	PLCG2
GTF2B	MED21
CDK7	MED21
MED21	TCERG1
CDK8	THRAP3
THRA	MED12
THRA	MED16
THRA	MED6
THRA	MED24
CDK8	THRA
VDR	MED13
VDR	MED14
VDR	THRAP3
VDR	MED6
VDR	MED21
VDR	MED16
TP53	MED17
CALM1	MYO9B
NCF2	SYTL1
NCOR2	INPP5K
CIR1	NCOR2
PIGA	PIGH
FYN	GNB2L1
PTK2B	LPXN
ITGA1	TLN1
EPHB2	ITSN1
PFN1	VASP
CD9	CD53
LDLR	AP1M2
PRKAR2A	GNA13
MLLT4	SORBS1
VCL	SORBS1
HSPA8	BAG3
PSEN2	PSENEN
IGF2	IGFBP6
IGF1	IGFBP4
HNRNPA1	SAFB
HBEGF	CD82
CD47	ITGB1
CLASRP	CLK4
FLT1	VEGFB
HSPG2	NID2
FBLN2	HSPG2
GNAI1	RGS16
EIF2AK2	DNAJC3
IGFBP5	ADAM12
NUP153	NUP50
GAS6	TYRO3
CDC25B	CSNK2A1
CALM1	MYLK
NAPA	STX8
IL1R1	TOLLIP
IL1R1	MYD88
COL1A1	COL7A1
COL4A1	COL7A1
MAP3K1	UBE2I
TBP	CREG1
RB1	CREG1
RBL1	CREG1
MAPK3	LAMTOR3
CRK	EPHB3
EPHB3	RASA1
RALA	RALGPS1
CDC25B	CHEK1
CLTC	LDLRAP1
AKT1	MAP2K4
SRC	ARHGAP32
PLCG1	ARHGAP32
PIK3R1	ARHGAP32
GTF2F1	MSX2
GTF2F2	MSX2
DYNC1H1	EPB41
DCTN1	EPB41
FLI1	SRF
MAGI1	SYNPO
ACTN4	MAGI1
RAB4A	STX4
TLK1	TLK2
FGFR1OP2	MST4
BIRC5	CASP7
BIRC5	CASP3
NFYB	TBP
NFYC	TBP
CNN1	TPM1
CALM1	CNN1
COL1A1	MATN2
TRAF5	RIPK1
NFIX	SKI
ABL1	CABLES2
PRKCD	PDP1
PRKCD	PDP2
TRAF3	CFLAR
GNAI1	RASD1
C3	ITGAX
CRK	FRS2
NTRK2	FRS2
NTRK2	SHC1
NTRK2	PLCG1
FOS	TBP
FOS	TAF1
KPNB1	TERF1
RELA	TLE1
PEX7	PEX13
IGF1	IGFBP2
CD4	IL16
RALGDS	RIN1
MLLT4	RIN1
ELN	FBLN1
ELN	FBLN2
ELN	NID2
SKIL	SMURF2
MAP3K8	TRAF2
PTK2B	ITGB2
C1QA	FN1
CREBBP	PPARG
STX7	VTI1A
STX8	VTI1A
VAMP8	VTI1A
STX7	STX8
GEMIN2	GEMIN6
DDX20	GEMIN6
GEMIN4	GEMIN6
SIAH1	UBE2E3
SIAH1	TBL1X
FURIN	SERPINB8
CDH5	PTPRB
CD4	BTRC
PTK2B	TLN1
RGL2	RAC1
RGL2	RALA
COL7A1	LAMB3
COL7A1	LAMC2
PTGES3	COPG1
PTGES3	COPG2
SP1	TAF4
MUC1	SOS1
TP53	EFEMP2
IKBKB	IRAK1
CHUK	IRAK1
ERN1	HSP90AA1
HSP90AA1	EIF2AK3
HMMR	MAPK1
NCF2	PRKDC
NCF4	PRKDC
EFNB1	PTPN13
EFNB1	SDCBP
RHOA	RIPK4
NR3C1	STAT5B
NR4A1	PML
ELK1	FLI1
ELK1	SRF
ELK1	EWSR1
RHOA	OPHN1
OPHN1	RAC1
CDC42	OPHN1
GRB2	LAT2
PLCG1	LAT2
PLCG2	LAT2
SKI	SKIL
CALM1	MAPT
RAN	RANBP9
QARS	RARS
S100A4	PPFIBP1
CA2	NONO
PTPN6	TYK2
JAK1	PTPN6
GRB2	SH2B3
PLCG1	SH2B3
ICAM2	RDX
LRP1	PLAUR
DCN	TGFB2
ANXA5	COL10A1
CDKN1A	CIZ1
CEBPB	RB1
TRAF2	CASP8AP2
PRKCA	RGS2
NBN	XRCC4
JAK2	PPP2R1B
ESR1	TADA3
ANXA2	SOS1
SOX9	MED12
YWHAB	TESK2
IFNGR1	JAK2
IFNGR2	JAK2
FCGR2A	LGALS3
FLT1	SHC2
CASP3	DBNL
HSPA4	KRT18
ARHGDIA	RHOH
JAK1	PLAUR
PLAUR	TYK2
GRB2	ARHGAP35
GRB2	RASA1
AP1B1	CLTC
AP2A2	CLTC
MAPK9	MAPK8IP3
